TAZ,POPBASE,HHBASE,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHAGE1,HHAGE2,HHAGE3,HHAGE4,HHINC1,HHINC2,HHINC3,HHINC4,OSUFAM,OSUNFAM,STATEFP,COUNTYFP,TRACTCE,TRACTGEOID,PUMA,REGION,MAZ,xTAZ
343,36,13,2,6,1,4,0,5,3,5,1,5,3,4,1,1,41,3,10800,41003010800,600,1,231,17
344,144,47,4,15,9,19,2,37,1,7,4,17,13,13,6,5,41,3,10800,41003010800,600,1,232,17
345,27,12,2,7,2,1,0,4,3,5,1,5,3,3,1,1,41,3,10800,41003010800,600,1,233,17
346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10800,41003010800,600,1,234,17
347,195,81,28,27,10,16,16,44,14,7,6,30,22,23,9,13,41,3,10800,41003010800,600,1,235,17
348,294,113,22,47,17,27,8,61,20,24,9,42,30,32,13,17,41,3,10800,41003010800,600,1,236,17
349,205,78,16,29,14,19,0,44,25,9,17,20,20,21,9,10,41,3,202,41003000202,600,1,237,2
350,660,223,28,81,38,76,2,132,51,38,50,55,57,61,27,26,41,3,202,41003000202,600,1,238,2
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10900,41003010900,600,1,239,18
352,18,8,2,5,0,1,0,4,4,0,0,1,3,4,1,1,41,3,10900,41003010900,600,1,240,18
353,475,178,38,56,39,45,15,105,28,30,43,41,46,48,28,91,41,3,202,41003000202,600,1,241,2
354,39,17,6,6,1,4,0,9,5,3,4,4,4,5,2,6,41,3,202,41003000202,600,1,242,2
355,302,141,50,53,19,19,7,58,22,54,3,22,52,64,18,59,41,3,10900,41003010900,600,1,243,18
356,1307,511,124,173,82,132,105,294,53,59,8,81,190,232,74,194,41,3,10900,41003010900,600,1,244,18
357,37,13,2,5,3,3,0,8,3,2,0,2,5,6,2,4,41,3,10900,41003010900,600,1,245,18
358,94,34,8,13,6,7,5,17,6,6,0,5,13,16,6,18,41,3,10900,41003010900,600,1,246,18
359,6,3,0,3,0,0,0,2,0,1,0,1,1,1,0,0,41,3,10900,41003010900,600,1,247,18
360,34,12,0,5,4,3,1,2,5,4,0,2,4,6,2,5,41,3,10900,41003010900,600,1,248,18
361,355,138,35,47,22,34,8,72,31,27,2,22,51,63,23,96,41,3,10900,41003010900,600,1,249,18
362,149,64,22,19,10,13,2,43,8,11,1,10,24,29,9,33,41,3,10900,41003010900,600,1,250,18
363,80,34,8,15,6,5,0,15,8,11,1,5,12,16,5,15,41,3,202,41003000202,600,1,251,2
364,147,54,8,23,10,13,0,25,13,16,2,7,19,26,7,9,41,3,202,41003000202,600,1,252,2
365,275,113,16,57,21,19,0,39,29,45,5,15,39,54,15,38,41,3,202,41003000202,600,1,253,2
366,32,12,0,9,0,3,0,4,4,4,0,2,4,6,2,6,41,3,202,41003000202,600,1,254,2
367,126,47,7,17,9,14,5,21,14,7,2,6,16,23,7,30,41,3,202,41003000202,600,1,255,2
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,202,41003000202,600,1,256,2
369,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,41,3,202,41003000202,600,1,257,2
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,258,16
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,259,16
372,160,69,10,40,10,9,54,13,0,2,43,11,15,0,8,76,41,3,10702,41003010702,600,1,260,16
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,261,16
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10900,41003010900,600,1,262,18
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10900,41003010900,600,1,263,18
378,28,11,2,4,3,2,0,5,3,3,0,2,4,5,2,10,41,3,10900,41003010900,600,1,264,18
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,265,16
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,266,16
381,177,102,43,47,9,3,88,12,2,0,63,17,22,0,9,82,41,3,10702,41003010702,600,1,267,16
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,268,16
383,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,41,3,10702,41003010702,600,1,269,16
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,270,15
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,271,15
386,170,74,23,31,5,15,57,16,0,1,63,5,6,0,9,83,41,3,10600,41003010600,600,1,272,15
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,273,15
388,909,2,0,1,0,1,2,0,0,0,2,0,0,0,0,2,41,3,10600,41003010600,600,1,274,15
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,275,15
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,276,15
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,277,15
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,278,15
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,279,16
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,280,16
395,883,1,0,0,0,1,1,0,0,0,0,0,1,0,2,17,41,3,10702,41003010702,600,1,281,16
396,4,2,1,0,1,0,1,1,0,0,0,0,2,0,0,2,41,3,10702,41003010702,600,1,282,16
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,283,16
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,284,16
399,216,77,13,27,13,24,13,30,16,18,25,14,26,12,15,113,41,3,10702,41003010702,600,1,285,16
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,286,16
403,402,210,125,56,10,19,130,70,6,4,149,42,16,3,19,175,41,3,1102,41003001102,600,1,287,10
406,80,30,2,19,2,7,0,14,7,9,2,4,13,11,2,0,41,3,10200,41003010200,600,1,288,12
407,191,78,11,43,8,16,1,33,23,21,6,10,33,29,5,1,41,3,10200,41003010200,600,1,289,12
408,160,79,39,23,8,9,4,39,18,18,13,10,26,30,9,28,41,3,10900,41003010900,600,1,290,18
409,5,3,2,1,0,0,2,0,1,0,1,0,1,1,0,1,41,3,10900,41003010900,600,1,291,18
410,262,106,20,51,15,20,2,45,32,27,14,34,41,17,5,0,41,3,10300,41003010300,600,1,292,13
415,8,4,2,1,0,1,2,1,0,1,1,1,1,1,0,4,41,3,10702,41003010702,600,1,293,16
416,264,100,12,37,30,21,20,80,0,0,33,17,34,16,13,122,41,3,10702,41003010702,600,1,294,16
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,295,16
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,296,16
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,297,16
420,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,298,16
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,299,16
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,300,16
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,301,16
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,302,15
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,303,15
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,304,15
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,305,15
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,306,15
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,307,15
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,308,15
431,257,232,210,19,3,0,194,36,1,1,165,47,17,3,19,169,41,3,1102,41003001102,600,1,309,10
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,310,15
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,311,15
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,312,15
435,194,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,41,3,10600,41003010600,600,1,313,15
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,314,15
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,315,15
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,316,16
439,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,317,16
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,318,16
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,319,16
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,320,16
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,321,16
444,8,3,0,1,1,1,0,1,1,1,0,1,1,1,0,3,41,3,10900,41003010900,600,1,322,18
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,323,16
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,324,16
447,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,325,15
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,326,15
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10702,41003010702,600,1,327,16
450,203,80,9,43,10,18,0,30,24,26,2,7,15,56,6,2,41,3,500,41003000500,600,1,328,4
451,48,18,2,8,2,6,0,9,5,4,3,4,7,4,2,1,41,3,500,41003000500,600,1,329,4
452,33,13,3,3,4,3,1,8,0,4,1,2,5,5,1,1,41,3,10200,41003010200,600,1,330,12
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10600,41003010600,600,1,331,15
454,671,279,45,149,36,49,2,109,91,77,46,37,90,106,29,31,41,3,10900,41003010900,600,1,332,18
455,143,53,8,24,8,13,0,18,19,16,9,7,17,20,5,2,41,3,10900,41003010900,600,1,333,18
456,114,47,2,31,8,6,1,14,17,15,8,6,15,18,5,6,41,3,10900,41003010900,600,1,334,18
457,73,66,59,7,0,0,2,1,0,63,36,20,7,3,4,11,41,3,1001,41003001001,600,1,335,7
458,745,319,137,75,43,64,76,163,32,48,172,98,32,17,45,168,41,3,1001,41003001001,600,1,336,7
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1001,41003001001,600,1,337,7
460,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,41,3,1001,41003001001,600,1,338,7
461,233,93,19,35,18,21,13,44,16,20,22,12,22,37,14,66,41,3,900,41003000900,600,1,339,6
462,221,93,25,32,17,19,4,40,25,24,22,12,22,37,14,84,41,3,900,41003000900,600,1,340,6
463,330,140,40,51,20,29,19,71,27,23,46,44,33,17,22,143,41,3,900,41003000900,600,1,341,6
464,422,192,87,58,22,25,59,79,24,30,63,61,45,23,19,154,41,3,900,41003000900,600,1,342,6
465,470,206,60,74,40,32,82,86,20,18,129,48,29,0,31,236,41,3,1101,41003001101,600,1,343,9
466,318,118,34,48,7,29,64,43,9,2,74,27,17,0,19,144,41,3,1101,41003001101,600,1,344,9
467,338,194,91,74,18,11,112,66,10,6,114,39,41,0,22,151,41,3,1101,41003001101,600,1,345,9
468,690,380,283,43,23,31,209,100,19,52,223,76,81,0,38,262,41,3,1101,41003001101,600,1,346,9
469,86,74,64,8,2,0,12,34,18,10,39,22,4,9,6,38,41,3,10600,41003010600,600,1,347,15
470,64,40,23,14,0,3,15,11,10,4,21,12,2,5,4,27,41,3,10600,41003010600,600,1,348,15
471,328,124,30,40,23,31,7,85,16,16,23,18,44,39,12,9,41,3,10800,41003010800,600,1,349,17
472,14,7,2,4,0,1,0,4,1,2,1,1,3,2,1,0,41,3,10800,41003010800,600,1,350,17
473,14,5,2,0,0,3,0,3,1,1,1,1,2,1,1,1,41,3,10800,41003010800,600,1,351,17
474,317,128,33,44,25,26,6,83,23,16,24,18,46,40,12,10,41,3,10800,41003010800,600,1,352,17
475,211,106,41,43,11,11,5,53,30,18,38,39,24,5,14,68,41,3,100,41003000100,600,1,353,1
476,5,2,0,1,1,0,0,1,0,1,1,1,0,0,0,1,41,3,100,41003000100,600,1,354,1
500,19,8,2,3,1,2,0,4,3,1,1,1,4,2,0,0,41,43,20100,41043020100,600,1,355,19
501,28,12,2,6,2,2,1,6,2,3,1,2,6,3,0,0,41,43,20100,41043020100,600,1,356,19
502,49,17,5,5,2,5,0,7,3,7,1,4,5,7,1,0,41,43,20100,41043020100,600,1,357,19
503,37,18,4,11,2,1,0,6,3,9,2,4,8,4,0,0,41,43,20100,41043020100,600,1,358,19
504,28,11,2,5,1,3,1,5,3,2,1,2,5,3,0,0,41,43,20100,41043020100,600,1,359,19
505,19,8,2,3,1,2,0,4,3,1,1,1,4,2,0,0,41,43,20100,41043020100,600,1,360,19
506,6,2,0,2,0,0,0,1,0,1,0,0,1,1,0,0,41,3,10100,41003010100,600,1,361,11
507,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,41,3,10100,41003010100,600,1,362,11
508,22,8,1,3,2,2,0,4,2,2,0,0,4,4,0,0,41,3,10100,41003010100,600,1,363,11
509,19,7,1,3,1,2,0,3,2,2,0,1,3,3,0,0,41,3,10100,41003010100,600,1,364,11
510,16,7,2,3,1,1,0,3,2,2,0,1,3,3,0,0,41,3,10100,41003010100,600,1,365,11
511,33,11,0,7,2,2,0,6,4,1,1,2,5,3,0,0,41,43,20100,41043020100,600,1,366,19
512,82,31,5,13,7,6,1,15,8,7,3,6,14,8,1,0,41,43,20100,41043020100,600,1,367,19
513,45,17,4,7,2,4,1,8,2,6,2,3,8,4,1,0,41,43,20100,41043020100,600,1,368,19
514,158,59,2,32,12,13,0,27,16,16,5,12,27,15,2,0,41,43,20100,41043020100,600,1,369,19
515,49,19,6,5,4,4,0,9,4,6,2,4,8,5,1,0,41,43,20100,41043020100,600,1,370,19
516,40,18,5,7,4,2,0,8,5,5,1,4,6,7,1,0,41,43,20100,41043020100,600,1,371,19
517,15,5,1,2,0,2,0,3,1,1,0,1,2,2,0,0,41,43,20100,41043020100,600,1,372,19
518,128,51,6,26,8,11,0,22,14,15,3,11,16,21,2,0,41,43,20100,41043020100,600,1,373,19
519,81,35,6,18,5,6,0,11,11,13,2,8,11,14,1,0,41,43,20100,41043020100,600,1,374,19
520,150,57,7,28,8,14,0,23,16,18,3,13,18,23,2,0,41,43,20100,41043020100,600,1,375,19
521,60,20,2,8,2,8,1,11,4,4,1,5,6,8,1,0,41,43,20100,41043020100,600,1,376,19
522,156,63,15,24,10,14,1,24,18,20,3,14,20,26,2,0,41,43,20100,41043020100,600,1,377,19
523,72,28,4,13,4,7,0,11,8,9,2,6,9,11,1,0,41,43,20100,41043020100,600,1,378,19
524,32,9,1,2,3,3,0,6,1,2,1,2,4,2,0,0,41,43,20100,41043020100,600,1,379,19
525,1009,371,48,154,77,92,3,208,81,79,32,74,172,93,13,0,41,43,20100,41043020100,600,1,380,19
526,17,6,0,4,0,2,0,3,0,3,0,1,3,2,0,0,41,43,20100,41043020100,600,1,381,19
527,22,8,0,5,1,2,0,6,2,0,1,1,4,2,0,0,41,43,20100,41043020100,600,1,382,19
528,26,11,3,5,1,2,0,4,3,4,0,1,5,5,0,0,41,3,10100,41003010100,600,1,383,11
529,177,65,8,28,10,19,0,29,18,18,1,11,25,28,2,0,41,3,10100,41003010100,600,1,384,11
530,10,4,1,2,0,1,0,2,1,1,0,0,2,2,0,0,41,3,10100,41003010100,600,1,385,11
531,18,6,1,2,1,2,0,2,2,2,0,1,2,3,0,0,41,3,10100,41003010100,600,1,386,11
532,360,130,19,51,22,38,0,70,36,24,6,8,56,60,5,0,41,3,10100,41003010100,600,1,387,11
533,7,3,0,1,1,1,0,1,1,1,0,0,1,2,0,0,41,3,10100,41003010100,600,1,388,11
534,12,4,1,1,1,1,0,2,1,1,0,0,2,2,0,0,41,3,10100,41003010100,600,1,389,11
535,50,20,3,11,2,4,1,7,7,5,1,1,9,9,1,0,41,3,10100,41003010100,600,1,390,11
536,26,11,2,6,1,2,0,5,4,2,0,1,5,5,0,0,41,3,10100,41003010100,600,1,391,11
537,158,54,4,26,5,19,0,21,14,19,3,3,23,25,2,0,41,3,10100,41003010100,600,1,392,11
538,184,63,4,32,8,19,0,29,16,18,3,4,27,29,2,0,41,3,10100,41003010100,600,1,393,11
539,98,32,2,16,3,11,0,15,9,8,1,2,14,15,1,0,41,3,10100,41003010100,600,1,394,11
540,55,22,4,8,5,5,0,7,5,10,0,4,8,10,1,0,41,3,10100,41003010100,600,1,395,11
541,139,52,8,21,8,15,0,17,18,17,1,9,20,22,2,0,41,3,10100,41003010100,600,1,396,11
542,80,32,3,18,4,7,1,10,10,11,0,6,12,14,1,0,41,3,10100,41003010100,600,1,397,11
543,23,8,1,4,1,2,0,4,2,2,0,1,3,4,0,0,41,3,10100,41003010100,600,1,398,11
544,240,82,6,35,14,27,2,40,20,20,1,14,31,36,3,0,41,3,10100,41003010100,600,1,399,11
545,7,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,41,3,10100,41003010100,600,1,400,11
546,13,4,0,2,1,1,0,2,0,2,0,1,1,2,0,0,41,3,10100,41003010100,600,1,401,11
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,402,19
548,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,403,19
549,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,41,43,20100,41043020100,600,1,404,19
550,36,13,1,6,2,4,0,7,4,2,1,3,4,5,0,0,41,43,20100,41043020100,600,1,405,19
551,17,6,1,2,1,2,0,2,2,2,0,1,2,3,0,0,41,43,20100,41043020100,600,1,406,19
552,78,30,4,15,4,7,0,12,8,10,2,7,9,12,1,0,41,43,20100,41043020100,600,1,407,19
553,8,3,0,2,0,1,0,1,1,1,0,1,1,1,0,0,41,43,20100,41043020100,600,1,408,19
554,38,17,3,10,2,2,0,6,5,6,1,4,5,7,0,0,41,43,20100,41043020100,600,1,409,19
555,29,9,2,2,2,3,0,5,2,2,1,2,3,3,0,0,41,43,20100,41043020100,600,1,410,19
556,23,8,2,2,2,2,0,3,2,3,1,2,2,3,0,0,41,43,20100,41043020100,600,1,411,19
557,104,42,7,20,6,9,1,16,13,12,3,10,13,16,1,0,41,43,20100,41043020100,600,1,412,19
558,352,122,16,43,26,37,7,78,20,17,10,28,38,46,4,0,41,43,20100,41043020100,600,1,413,19
559,154,61,12,26,10,13,0,30,16,15,5,14,19,23,2,0,41,43,20100,41043020100,600,1,414,19
560,68,26,5,12,4,5,0,12,7,7,2,6,8,10,1,0,41,43,20100,41043020100,600,1,415,19
561,45,18,5,6,4,3,1,9,2,6,1,4,6,7,1,0,41,43,20100,41043020100,600,1,416,19
562,68,30,10,10,5,5,2,15,6,7,2,7,10,11,1,0,41,43,20100,41043020100,600,1,417,19
563,1046,429,108,150,92,79,14,282,75,58,64,81,190,94,13,0,41,43,20100,41043020100,600,1,418,19
564,925,346,60,126,67,93,21,246,46,33,53,64,156,73,12,0,41,43,20100,41043020100,600,1,419,19
565,455,205,76,66,26,37,31,116,26,32,32,38,92,43,6,0,41,43,20100,41043020100,600,1,420,19
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,421,19
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,422,19
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,423,19
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,424,19
570,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,41,3,10100,41003010100,600,1,425,11
571,54,18,4,3,7,4,0,10,6,2,0,3,5,10,1,0,41,3,10100,41003010100,600,1,426,11
572,92,34,7,11,8,8,0,8,11,15,0,5,9,20,1,0,41,3,10100,41003010100,600,1,427,11
573,349,150,41,57,24,28,1,60,38,51,0,22,39,89,4,0,41,3,10100,41003010100,600,1,428,11
574,357,133,18,57,24,34,1,62,28,42,0,19,35,79,5,0,41,3,10100,41003010100,600,1,429,11
575,136,53,10,21,10,12,1,25,13,14,5,8,19,21,2,0,41,3,10100,41003010100,600,1,430,11
576,287,120,29,50,14,27,1,50,21,48,9,18,44,49,4,0,41,3,10100,41003010100,600,1,431,11
577,17,8,2,4,0,2,0,2,1,5,1,1,3,3,0,0,41,3,10100,41003010100,600,1,432,11
578,12,4,0,2,1,1,1,1,1,1,0,0,2,2,0,0,41,3,10100,41003010100,600,1,433,11
579,425,161,24,76,19,42,1,67,38,55,11,21,61,68,5,0,41,3,10100,41003010100,600,1,434,11
580,52,19,3,7,3,6,0,11,4,4,2,3,7,7,1,0,41,3,10100,41003010100,600,1,435,11
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10100,41003010100,600,1,436,11
582,95,39,6,20,7,6,0,12,12,15,3,6,14,16,1,0,41,3,10100,41003010100,600,1,437,11
583,48,21,4,12,3,2,0,7,4,10,2,3,8,8,1,0,41,3,10100,41003010100,600,1,438,11
584,90,31,4,13,3,11,0,15,8,8,3,5,11,12,1,0,41,3,10100,41003010100,600,1,439,11
585,397,137,14,59,17,47,1,74,34,28,12,21,49,55,5,0,41,3,10100,41003010100,600,1,440,11
586,712,261,27,122,54,58,3,120,68,70,18,34,98,111,9,0,41,3,10100,41003010100,600,1,441,11
587,416,152,23,60,30,39,1,82,38,31,10,20,57,65,5,0,41,3,10100,41003010100,600,1,442,11
588,44,18,2,9,3,4,1,10,3,4,0,3,7,8,1,0,41,3,10100,41003010100,600,1,443,11
589,181,71,10,37,12,12,3,31,18,19,1,12,27,31,2,0,41,3,10100,41003010100,600,1,444,11
590,282,111,14,59,14,24,2,61,26,22,2,19,42,48,4,0,41,3,10100,41003010100,600,1,445,11
591,355,119,14,44,25,36,2,67,28,22,10,19,42,48,4,0,41,3,10100,41003010100,600,1,446,11
592,145,50,5,20,9,16,1,26,11,12,4,8,18,20,2,0,41,3,10100,41003010100,600,1,447,11
593,112,40,4,18,6,12,1,17,10,12,3,5,15,17,2,0,41,3,10100,41003010100,600,1,448,11
594,218,75,7,29,15,24,1,37,17,20,6,12,27,30,3,0,41,3,10100,41003010100,600,1,449,11
595,346,123,18,45,24,36,2,81,26,14,2,21,47,53,4,0,41,3,10100,41003010100,600,1,450,11
596,173,67,8,33,11,15,3,36,12,16,1,11,26,29,2,0,41,3,10100,41003010100,600,1,451,11
597,150,58,8,28,9,13,2,31,12,13,1,10,22,25,2,0,41,3,10100,41003010100,600,1,452,11
598,149,58,6,27,14,11,2,21,15,20,3,4,25,26,2,0,41,3,10100,41003010100,600,1,453,11
599,117,39,3,17,7,12,0,17,11,11,2,2,17,18,2,0,41,3,10100,41003010100,600,1,454,11
600,34,14,2,7,2,3,0,6,5,3,1,1,6,6,0,0,41,3,10100,41003010100,600,1,455,11
601,36,14,2,7,2,3,0,6,5,3,1,1,6,6,1,0,41,3,10100,41003010100,600,1,456,11
602,14,6,2,2,0,2,0,3,3,0,0,0,3,3,0,0,41,3,10100,41003010100,600,1,457,11
603,39,16,4,7,1,4,0,7,4,5,1,1,7,7,1,0,41,3,10100,41003010100,600,1,458,11
604,11,5,1,2,2,0,0,1,2,2,0,0,3,2,0,0,41,3,10100,41003010100,600,1,459,11
605,197,68,10,29,7,22,0,35,17,16,3,4,30,31,3,0,41,3,10100,41003010100,600,1,460,11
606,7,3,1,1,0,1,0,1,2,0,0,0,1,2,0,0,41,3,10100,41003010100,600,1,461,11
607,46,17,5,6,2,4,2,7,6,2,1,3,6,7,1,0,41,3,10100,41003010100,600,1,462,11
608,127,50,12,18,8,12,0,30,10,10,4,8,18,20,2,0,41,3,10100,41003010100,600,1,463,11
609,248,102,30,36,11,25,6,52,26,18,9,16,36,41,3,0,41,3,10100,41003010100,600,1,464,11
610,98,48,12,29,4,3,0,15,5,28,4,8,17,19,1,0,41,3,10100,41003010100,600,1,465,11
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10100,41003010100,600,1,466,11
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10100,41003010100,600,1,467,11
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10100,41003010100,600,1,468,11
614,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20400,41043020400,600,1,469,22
