"TAZ","STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","PUMA","REGION"
777,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
778,41,43,20600,41043020600,206,"Census Tract 206",600,1
779,41,43,20600,41043020600,206,"Census Tract 206",600,1
780,41,43,20600,41043020600,206,"Census Tract 206",600,1
781,41,43,20600,41043020600,206,"Census Tract 206",600,1
782,41,43,20500,41043020500,205,"Census Tract 205",600,1
783,41,43,20500,41043020500,205,"Census Tract 205",600,1
784,41,43,20600,41043020600,206,"Census Tract 206",600,1
785,41,43,20600,41043020600,206,"Census Tract 206",600,1
786,41,43,20600,41043020600,206,"Census Tract 206",600,1
787,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
788,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
789,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
790,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
791,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
792,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
793,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
794,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
795,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
796,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
797,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
798,41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
799,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
800,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
801,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
802,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
803,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
804,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
805,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
806,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
807,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
808,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
809,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
810,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
811,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
812,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
813,41,43,20400,41043020400,204,"Census Tract 204",600,1
814,41,43,20400,41043020400,204,"Census Tract 204",600,1
815,41,43,20400,41043020400,204,"Census Tract 204",600,1
816,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
817,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
818,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
819,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
820,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
821,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
822,41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
823,41,43,20500,41043020500,205,"Census Tract 205",600,1
824,41,43,20500,41043020500,205,"Census Tract 205",600,1
825,41,43,20500,41043020500,205,"Census Tract 205",600,1
826,41,43,20500,41043020500,205,"Census Tract 205",600,1
827,41,43,20500,41043020500,205,"Census Tract 205",600,1
828,41,43,20400,41043020400,204,"Census Tract 204",600,1
829,41,43,20400,41043020400,204,"Census Tract 204",600,1
830,41,43,20400,41043020400,204,"Census Tract 204",600,1
831,41,43,20400,41043020400,204,"Census Tract 204",600,1
832,41,43,20400,41043020400,204,"Census Tract 204",600,1
833,41,43,20400,41043020400,204,"Census Tract 204",600,1
834,41,43,20400,41043020400,204,"Census Tract 204",600,1
835,41,43,20500,41043020500,205,"Census Tract 205",600,1
836,41,43,20500,41043020500,205,"Census Tract 205",600,1
837,41,43,20500,41043020500,205,"Census Tract 205",600,1
838,41,43,20500,41043020500,205,"Census Tract 205",600,1
839,41,43,20500,41043020500,205,"Census Tract 205",600,1
840,41,43,20500,41043020500,205,"Census Tract 205",600,1
841,41,43,20500,41043020500,205,"Census Tract 205",600,1
842,41,43,20500,41043020500,205,"Census Tract 205",600,1
843,41,43,20500,41043020500,205,"Census Tract 205",600,1
844,41,43,20400,41043020400,204,"Census Tract 204",600,1
845,41,43,20100,41043020100,201,"Census Tract 201",600,1
846,41,43,20500,41043020500,205,"Census Tract 205",600,1
847,41,43,20500,41043020500,205,"Census Tract 205",600,1
848,41,43,20500,41043020500,205,"Census Tract 205",600,1
849,41,43,20500,41043020500,205,"Census Tract 205",600,1
850,41,43,20500,41043020500,205,"Census Tract 205",600,1
851,41,43,20500,41043020500,205,"Census Tract 205",600,1
852,41,43,20500,41043020500,205,"Census Tract 205",600,1
853,41,43,20100,41043020100,201,"Census Tract 201",600,1
854,41,43,20100,41043020100,201,"Census Tract 201",600,1
855,41,43,20100,41043020100,201,"Census Tract 201",600,1
856,41,43,20100,41043020100,201,"Census Tract 201",600,1
857,41,43,20100,41043020100,201,"Census Tract 201",600,1
858,41,43,20100,41043020100,201,"Census Tract 201",600,1
859,41,43,20100,41043020100,201,"Census Tract 201",600,1
860,41,43,20100,41043020100,201,"Census Tract 201",600,1
861,41,43,20100,41043020100,201,"Census Tract 201",600,1
862,41,43,20100,41043020100,201,"Census Tract 201",600,1
863,41,43,20100,41043020100,201,"Census Tract 201",600,1
864,41,43,20100,41043020100,201,"Census Tract 201",600,1
865,41,43,20100,41043020100,201,"Census Tract 201",600,1
866,41,43,20100,41043020100,201,"Census Tract 201",600,1
867,41,43,20100,41043020100,201,"Census Tract 201",600,1
868,41,43,20100,41043020100,201,"Census Tract 201",600,1
869,41,43,20100,41043020100,201,"Census Tract 201",600,1
870,41,43,20100,41043020100,201,"Census Tract 201",600,1
871,41,43,20100,41043020100,201,"Census Tract 201",600,1
872,41,43,20100,41043020100,201,"Census Tract 201",600,1
873,41,43,20100,41043020100,201,"Census Tract 201",600,1
874,41,43,20100,41043020100,201,"Census Tract 201",600,1
875,41,43,20100,41043020100,201,"Census Tract 201",600,1
876,41,43,20100,41043020100,201,"Census Tract 201",600,1
877,41,43,20100,41043020100,201,"Census Tract 201",600,1
878,41,43,20100,41043020100,201,"Census Tract 201",600,1
879,41,43,20100,41043020100,201,"Census Tract 201",600,1
880,41,43,20100,41043020100,201,"Census Tract 201",600,1
881,41,43,20100,41043020100,201,"Census Tract 201",600,1
882,41,43,20100,41043020100,201,"Census Tract 201",600,1
883,41,43,20100,41043020100,201,"Census Tract 201",600,1
884,41,43,20100,41043020100,201,"Census Tract 201",600,1
885,41,43,20100,41043020100,201,"Census Tract 201",600,1
886,41,43,20100,41043020100,201,"Census Tract 201",600,1
887,41,43,20100,41043020100,201,"Census Tract 201",600,1
888,41,43,20100,41043020100,201,"Census Tract 201",600,1
889,41,43,20100,41043020100,201,"Census Tract 201",600,1
890,41,43,20100,41043020100,201,"Census Tract 201",600,1
891,41,43,20100,41043020100,201,"Census Tract 201",600,1
892,41,43,20100,41043020100,201,"Census Tract 201",600,1
893,41,43,20100,41043020100,201,"Census Tract 201",600,1
894,41,43,20100,41043020100,201,"Census Tract 201",600,1
895,41,43,20100,41043020100,201,"Census Tract 201",600,1
896,41,43,20100,41043020100,201,"Census Tract 201",600,1
897,41,43,20100,41043020100,201,"Census Tract 201",600,1
898,41,43,20100,41043020100,201,"Census Tract 201",600,1
899,41,43,20100,41043020100,201,"Census Tract 201",600,1
900,41,43,20100,41043020100,201,"Census Tract 201",600,1
901,41,43,20100,41043020100,201,"Census Tract 201",600,1
902,41,43,20200,41043020200,202,"Census Tract 202",600,1
903,41,43,30700,41043030700,307,"Census Tract 307",600,1
904,41,43,20200,41043020200,202,"Census Tract 202",600,1
905,41,43,20200,41043020200,202,"Census Tract 202",600,1
906,41,43,20200,41043020200,202,"Census Tract 202",600,1
907,41,43,20200,41043020200,202,"Census Tract 202",600,1
908,41,43,20200,41043020200,202,"Census Tract 202",600,1
909,41,43,20200,41043020200,202,"Census Tract 202",600,1
910,41,43,20200,41043020200,202,"Census Tract 202",600,1
911,41,43,20200,41043020200,202,"Census Tract 202",600,1
912,41,43,20200,41043020200,202,"Census Tract 202",600,1
913,41,43,20200,41043020200,202,"Census Tract 202",600,1
914,41,43,20700,41043020700,207,"Census Tract 207",600,1
915,41,43,20700,41043020700,207,"Census Tract 207",600,1
916,41,43,20600,41043020600,206,"Census Tract 206",600,1
917,41,43,20600,41043020600,206,"Census Tract 206",600,1
918,41,43,20100,41043020100,201,"Census Tract 201",600,1
919,41,3,10100,41003010100,101,"Census Tract 101",600,1
920,41,43,20200,41043020200,202,"Census Tract 202",600,1
921,41,43,30700,41043030700,307,"Census Tract 307",600,1
922,41,43,20200,41043020200,202,"Census Tract 202",600,1
923,41,43,20200,41043020200,202,"Census Tract 202",600,1
924,41,43,30700,41043030700,307,"Census Tract 307",600,1
1100,41,43,30800,41043030800,308,"Census Tract 308",600,1
1101,41,43,30800,41043030800,308,"Census Tract 308",600,1
1103,41,43,30800,41043030800,308,"Census Tract 308",600,1
1104,41,43,30800,41043030800,308,"Census Tract 308",600,1
1105,41,43,30800,41043030800,308,"Census Tract 308",600,1
1106,41,43,30800,41043030800,308,"Census Tract 308",600,1
1107,41,43,30800,41043030800,308,"Census Tract 308",600,1
1108,41,43,30800,41043030800,308,"Census Tract 308",600,1
1109,41,43,30800,41043030800,308,"Census Tract 308",600,1
1110,41,43,30800,41043030800,308,"Census Tract 308",600,1
1111,41,43,30800,41043030800,308,"Census Tract 308",600,1
1112,41,43,30800,41043030800,308,"Census Tract 308",600,1
1113,41,43,30800,41043030800,308,"Census Tract 308",600,1
1114,41,43,30800,41043030800,308,"Census Tract 308",600,1
1115,41,43,30800,41043030800,308,"Census Tract 308",600,1
1116,41,43,30800,41043030800,308,"Census Tract 308",600,1
1117,41,43,30800,41043030800,308,"Census Tract 308",600,1
1118,41,43,30800,41043030800,308,"Census Tract 308",600,1
1119,41,43,30800,41043030800,308,"Census Tract 308",600,1
1120,41,43,30800,41043030800,308,"Census Tract 308",600,1
1121,41,43,30800,41043030800,308,"Census Tract 308",600,1
1122,41,43,30800,41043030800,308,"Census Tract 308",600,1
1123,41,43,30800,41043030800,308,"Census Tract 308",600,1
1124,41,43,30800,41043030800,308,"Census Tract 308",600,1
1125,41,43,30800,41043030800,308,"Census Tract 308",600,1
1126,41,43,30800,41043030800,308,"Census Tract 308",600,1
1127,41,43,30800,41043030800,308,"Census Tract 308",600,1
1128,41,43,30800,41043030800,308,"Census Tract 308",600,1
1129,41,43,30800,41043030800,308,"Census Tract 308",600,1
1130,41,43,30800,41043030800,308,"Census Tract 308",600,1
1131,41,43,30800,41043030800,308,"Census Tract 308",600,1
1132,41,43,30800,41043030800,308,"Census Tract 308",600,1
1133,41,43,30800,41043030800,308,"Census Tract 308",600,1
1134,41,43,30800,41043030800,308,"Census Tract 308",600,1
1135,41,43,30800,41043030800,308,"Census Tract 308",600,1
1136,41,43,30800,41043030800,308,"Census Tract 308",600,1
1137,41,43,30800,41043030800,308,"Census Tract 308",600,1
1138,41,43,30800,41043030800,308,"Census Tract 308",600,1
1139,41,43,30800,41043030800,308,"Census Tract 308",600,1
1140,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1141,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1142,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1143,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1144,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1145,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1146,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1147,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1148,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1149,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1150,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1151,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1152,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1153,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1154,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1155,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1156,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1157,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1158,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1159,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1160,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1161,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1162,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1163,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1164,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1165,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1166,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1167,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1168,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1169,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1170,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1171,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1172,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1173,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1174,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1175,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1176,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1177,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1178,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1179,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1180,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1181,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1182,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1183,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1184,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1185,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1186,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1187,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1188,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1189,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1190,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1191,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1192,41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1193,41,43,30800,41043030800,308,"Census Tract 308",600,1
1194,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1195,41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1200,41,43,30700,41043030700,307,"Census Tract 307",600,1
1201,41,43,30700,41043030700,307,"Census Tract 307",600,1
1202,41,43,30700,41043030700,307,"Census Tract 307",600,1
1203,41,43,30700,41043030700,307,"Census Tract 307",600,1
1204,41,43,30700,41043030700,307,"Census Tract 307",600,1
1205,41,43,30700,41043030700,307,"Census Tract 307",600,1
1206,41,43,30700,41043030700,307,"Census Tract 307",600,1
1207,41,43,30700,41043030700,307,"Census Tract 307",600,1
1208,41,43,30700,41043030700,307,"Census Tract 307",600,1
1209,41,43,30700,41043030700,307,"Census Tract 307",600,1
1210,41,43,30700,41043030700,307,"Census Tract 307",600,1
1211,41,43,30700,41043030700,307,"Census Tract 307",600,1
1220,41,43,30700,41043030700,307,"Census Tract 307",600,1
1221,41,43,30700,41043030700,307,"Census Tract 307",600,1
1222,41,43,30700,41043030700,307,"Census Tract 307",600,1
1223,41,43,30700,41043030700,307,"Census Tract 307",600,1
1224,41,43,30700,41043030700,307,"Census Tract 307",600,1
1225,41,43,20200,41043020200,202,"Census Tract 202",600,1
1226,41,43,30700,41043030700,307,"Census Tract 307",600,1
1227,41,43,30700,41043030700,307,"Census Tract 307",600,1
1228,41,43,30700,41043030700,307,"Census Tract 307",600,1
1229,41,43,30700,41043030700,307,"Census Tract 307",600,1
1230,41,43,30700,41043030700,307,"Census Tract 307",600,1
1231,41,43,30500,41043030500,305,"Census Tract 305",600,1
1232,41,43,30700,41043030700,307,"Census Tract 307",600,1
1233,41,43,30700,41043030700,307,"Census Tract 307",600,1
1234,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1235,41,43,30800,41043030800,308,"Census Tract 308",600,1
1236,41,43,30800,41043030800,308,"Census Tract 308",600,1
1237,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1238,41,43,30800,41043030800,308,"Census Tract 308",600,1
1239,41,43,30800,41043030800,308,"Census Tract 308",600,1
1240,41,43,30800,41043030800,308,"Census Tract 308",600,1
1241,41,43,30800,41043030800,308,"Census Tract 308",600,1
1242,41,43,30800,41043030800,308,"Census Tract 308",600,1
1243,41,43,30800,41043030800,308,"Census Tract 308",600,1
1244,41,43,30800,41043030800,308,"Census Tract 308",600,1
1245,41,43,30100,41043030100,301,"Census Tract 301",600,1
1246,41,43,30100,41043030100,301,"Census Tract 301",600,1
1247,41,43,30800,41043030800,308,"Census Tract 308",600,1
1248,41,43,30800,41043030800,308,"Census Tract 308",600,1
1249,41,43,30800,41043030800,308,"Census Tract 308",600,1
1250,41,43,30800,41043030800,308,"Census Tract 308",600,1
1251,41,43,30500,41043030500,305,"Census Tract 305",600,1
1252,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1253,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1254,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1255,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1256,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1257,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1258,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1259,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1260,41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1290,41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1291,41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1292,41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1293,41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
