"TAZ","POPBASE","HHBASE","HHS1BASE","HHS2BASE","HHS3BASE","HHS4BASE","AGE1BASE","AGE2BASE","AGE3BASE","AGE4BASE","HHI1BASE","HHI2BASE","HHI3BASE","HHI4BASE","PSFD","GQPOPBASE"
772,436,180,60,61,31,28,21,99,34,26,41,62,64,13,0.5921,19
773,110,40,7,16,6,11,0,22,11,7,9,14,14,3,0.6042,0
774,158,56,10,23,6,17,1,34,13,8,13,23,14,6,0.5439,0
775,604,253,85,72,43,53,21,146,37,49,60,103,62,28,0.5257,0
776,261,89,12,33,17,27,2,42,17,28,20,31,32,6,0.6,0
777,149,57,12,23,8,14,3,27,12,15,14,23,14,6,0.5246,0
778,291,145,65,42,20,18,4,50,18,73,47,39,38,21,0.3833,0
779,599,254,77,90,39,48,8,116,50,80,81,69,67,37,0.3867,0
780,1122,390,72,126,75,117,23,256,64,47,15,83,197,95,0.7884,5
781,1394,465,77,135,93,160,35,349,46,35,18,99,235,113,0.7876,0
782,517,184,25,72,28,59,2,101,33,48,51,55,48,30,0.385,0
783,586,323,168,101,28,26,14,88,53,168,89,97,84,53,0.3887,9
784,1200,536,210,151,70,105,66,276,78,116,171,145,141,79,0.3839,0
785,122,50,16,14,7,13,1,24,6,19,16,14,13,7,0.381,0
786,229,106,44,30,14,18,10,50,14,32,34,28,28,16,0.3814,0
787,368,159,47,57,28,27,37,97,13,12,37,66,51,5,0.142,0
788,825,330,78,124,55,73,63,198,39,30,77,137,105,11,0.1457,0
789,114,42,8,14,9,11,2,25,9,6,10,20,11,1,0.3542,0
790,197,71,17,24,9,21,1,44,12,14,17,34,19,1,0.3462,0
791,389,131,29,36,23,43,15,66,18,32,31,62,35,3,0.3467,0
792,291,110,30,26,24,30,14,65,12,19,26,53,29,2,0.3571,0
793,264,104,30,28,23,23,13,57,16,18,24,50,28,2,0.3534,0
794,446,127,18,36,27,46,20,87,17,3,30,53,40,4,0.1507,47
795,216,78,21,16,18,23,8,51,8,11,18,37,21,2,0.3438,0
796,395,137,33,31,32,41,23,68,24,22,32,65,37,3,0.3537,0
797,354,120,23,35,21,41,8,88,15,9,29,25,51,15,0.3913,0
798,121,44,9,14,8,13,3,30,5,6,11,9,19,5,0.3939,0
799,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
800,29,10,2,3,2,3,1,5,2,2,2,5,2,1,1,0
801,266,88,14,27,19,28,5,60,13,10,18,45,18,7,0.9855,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,80,5,2,1,1,1,1,3,1,0,1,3,1,0,1,69
805,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
806,64,27,12,6,5,4,1,15,5,6,6,14,5,2,1,0
807,182,61,11,15,14,21,3,38,10,10,13,31,12,5,0.9787,0
808,107,42,10,16,4,12,6,17,10,9,9,22,8,3,0.9714,0
809,250,96,23,37,15,21,2,53,20,21,36,26,31,3,0.4766,5
810,160,71,32,16,9,14,3,39,14,15,15,36,14,6,0.9783,0
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
813,28,7,0,2,1,4,0,6,1,0,4,1,2,0,0.4444,0
814,137,63,26,16,10,11,3,37,13,10,31,12,16,4,0.5294,0
815,181,62,9,24,10,19,11,34,8,9,31,12,16,3,0.5333,0
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,55,24,10,5,4,5,3,17,3,1,9,6,8,1,0.5,0
818,107,54,24,17,6,7,4,26,10,14,20,15,17,2,0.4691,0
819,41,19,7,6,2,4,1,9,3,6,7,5,6,1,0.4643,0
820,379,134,34,37,24,39,15,70,25,24,50,37,43,4,0.4813,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,563,290,150,71,31,38,43,159,43,45,107,80,93,10,0.48,0
823,473,183,62,46,32,43,19,104,31,29,50,56,47,30,0.3873,0
824,181,141,116,16,5,4,4,30,9,98,39,43,36,23,0.3878,0
825,195,123,84,18,9,12,11,54,31,27,34,37,32,20,0.3922,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,53,20,5,5,4,6,5,10,3,2,7,5,5,3,0.5833,0
828,100,30,6,8,3,13,2,19,7,2,14,6,8,2,0.5263,0
829,179,69,20,20,11,18,5,45,10,9,34,13,18,4,0.5357,0
830,108,38,10,9,4,15,3,22,10,3,19,7,10,2,0.5435,0
831,54,18,7,2,2,7,1,8,8,1,9,3,5,1,0.5172,4
832,24,10,3,2,3,2,0,8,1,1,5,2,3,0,0.5,0
833,233,97,31,33,17,16,5,46,20,26,48,19,25,5,0.5323,0
834,21,14,8,5,1,0,1,4,2,7,6,3,4,1,0.5,0
835,174,66,22,15,10,19,10,36,12,8,22,17,16,11,0.6027,0
836,179,71,17,27,10,17,4,40,14,13,24,18,17,12,0.6092,0
837,87,30,5,12,6,7,0,18,3,9,10,8,7,5,0.5946,0
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,223,61,15,17,15,14,2,32,10,17,17,18,16,10,0.3968,52
840,12,4,1,2,0,1,0,2,1,1,1,1,1,1,0.75,0
841,77,26,4,9,4,9,2,12,7,5,9,7,6,4,0.6364,0
842,171,67,11,31,11,14,11,33,15,8,22,17,16,12,0.6154,0
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,72,30,6,14,4,6,0,13,10,7,14,6,8,2,0.5333,0
845,157,76,35,19,10,12,1,38,16,21,7,15,35,19,0.8182,0
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,188,85,19,45,11,10,11,40,19,15,28,22,20,15,0.6,0
849,100,37,9,16,4,8,2,19,10,6,12,10,9,6,0.6042,11
850,97,46,12,23,5,6,1,11,12,22,15,12,11,8,0.5849,0
851,243,101,30,35,19,17,6,41,28,26,34,26,24,17,0.6014,0
852,227,87,10,42,17,18,0,48,16,23,24,26,23,14,0.3889,0
853,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,37,17,4,9,1,3,0,6,5,6,3,3,8,3,0.7273,0
856,712,289,75,103,41,70,9,161,54,65,44,54,130,61,0.7315,0
857,670,219,23,77,44,75,3,166,32,18,34,40,99,46,0.7323,0
858,21,8,2,2,2,2,0,3,4,1,1,2,3,2,0.8,0
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,116,38,2,17,7,12,1,23,6,8,3,9,12,14,0.8519,0
861,38,14,2,6,2,4,0,6,3,5,1,3,4,6,0.875,0
862,12,4,1,1,1,1,0,2,1,1,0,1,1,2,0.8,0
863,6,3,1,1,1,0,0,0,1,2,0,1,1,1,0.75,0
864,8,3,1,1,1,0,2,1,0,0,0,1,1,1,0.75,0
865,32,11,2,5,2,2,1,5,2,3,1,2,4,4,0.8667,0
866,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
867,7,2,0,0,0,2,0,2,0,0,0,0,1,1,0.8333,0
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,45,29,13,16,0,0,0,6,11,12,5,5,13,6,1,0
870,77,35,12,14,3,6,3,14,7,11,5,7,16,7,0.7273,0
871,199,77,15,33,14,15,3,31,14,29,12,14,35,16,0.7286,0
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,241,86,18,28,12,28,0,52,13,21,13,16,39,18,0.7273,0
874,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
875,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
876,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
877,27,11,5,2,1,3,0,4,2,5,1,2,4,4,0.8667,0
878,8,3,0,2,0,1,0,1,1,1,0,1,1,1,1,0
879,20,7,1,3,1,2,1,2,2,2,1,1,2,3,0.8333,0
880,14,8,3,4,1,0,0,2,1,5,1,2,2,3,0.8333,0
881,15,6,1,3,0,2,0,1,2,3,1,1,2,2,0.8333,0
882,12,5,0,4,0,1,0,1,1,3,0,1,2,2,1,0
883,3,3,2,1,0,0,0,1,1,1,0,1,1,1,1,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,11,4,1,1,0,2,0,2,1,1,0,1,2,1,0.6667,0
888,104,35,0,17,8,10,1,17,9,8,3,8,11,13,0.8444,0
889,180,69,11,27,16,15,0,32,13,24,11,13,31,14,0.7288,0
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,170,62,10,26,12,14,3,26,15,18,5,14,20,23,0.8395,0
892,7,2,0,1,0,1,0,1,1,0,0,0,1,1,1,0
893,19,7,1,3,1,2,0,3,0,4,0,2,2,3,0.9,0
894,40,10,0,3,2,5,0,6,3,1,1,2,3,4,0.8889,0
895,7,2,0,1,0,1,0,2,0,0,0,0,1,1,1,0
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
898,10,4,0,3,1,0,0,1,1,2,0,1,1,2,0.75,0
899,10,4,0,3,1,0,0,1,1,2,0,1,1,2,0.75,0
900,36,15,4,5,2,4,0,6,4,5,1,3,5,6,0.8667,0
901,13,6,1,4,0,1,0,3,1,2,1,1,2,2,0.8889,0
902,57,23,4,12,3,4,0,11,3,9,6,6,6,5,0.68,0
903,7,2,0,1,0,1,0,2,0,0,0,1,1,0,0.5,0
904,18,9,3,3,2,1,1,4,2,2,2,2,3,2,0.6667,0
905,14,7,3,2,2,0,0,3,2,2,2,2,2,1,0.7143,0
906,8,3,0,2,0,1,1,1,1,0,1,1,1,0,1,0
907,16,5,0,2,1,2,0,2,2,1,2,1,1,1,0.7143,0
908,30,11,2,5,1,3,1,5,2,3,3,3,3,2,0.6,0
909,54,19,4,8,2,5,1,8,4,6,5,5,5,4,0.6667,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,26,11,3,6,1,1,0,7,0,4,3,3,3,2,0.7143,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
915,594,200,27,54,57,62,29,119,28,24,48,87,48,17,0.2242,0
916,245,97,23,33,18,23,2,60,15,20,10,30,35,22,0.6,0
917,76,33,6,17,6,4,1,15,9,8,3,11,12,7,0.5833,0
918,248,86,11,29,22,24,4,56,16,10,13,16,39,18,0.7342,0
919,102,38,7,14,6,11,1,20,9,8,3,6,14,15,0.9167,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
922,48,16,2,5,3,6,2,6,3,5,4,4,4,4,0.6667,0
923,70,30,12,9,4,5,1,17,5,7,8,8,8,6,0.6667,0
924,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1100,5,2,0,1,1,0,1,0,1,0,0,0,1,1,1,0
1101,16,8,2,4,1,1,1,3,1,3,1,2,4,1,0.6667,0
1103,98,47,19,13,8,7,10,20,8,9,6,11,24,6,0.6724,0
1104,135,66,23,23,14,6,17,27,9,13,9,16,33,8,0.6512,0
1105,80,33,4,19,6,4,0,12,8,13,6,14,8,5,0.7436,0
1106,126,42,9,12,8,13,4,22,5,11,6,10,21,5,0.6471,0
1107,16,8,3,3,1,1,0,4,3,1,2,3,2,1,0.8333,0
1108,170,62,14,21,7,20,3,34,11,14,8,16,31,7,0.6538,0
1109,126,44,11,13,8,12,0,23,7,14,18,8,16,2,0.629,0
1110,255,73,11,19,15,28,5,46,13,9,29,14,27,3,0.6396,17
1111,189,83,30,22,18,13,2,39,19,23,16,32,23,12,0.732,0
1112,5,2,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1113,4,2,0,2,0,0,0,2,0,0,1,0,1,0,1,0
1114,146,59,16,23,10,10,2,31,11,15,26,12,17,4,0.5625,0
1115,532,199,30,80,45,44,9,118,35,37,87,42,56,14,0.5607,0
1116,161,57,8,18,17,14,1,26,16,14,8,14,29,6,0.6567,0
1117,189,84,35,18,13,18,8,48,11,17,36,18,24,6,0.5607,0
1118,59,17,2,6,1,8,0,8,6,3,7,4,5,1,0.5455,0
1119,153,53,6,19,14,14,8,24,14,7,7,13,27,6,0.6508,0
1120,297,89,18,36,18,17,14,56,6,13,12,22,45,10,0.6607,74
1121,322,116,25,39,16,36,9,53,15,39,50,24,33,9,0.5629,0
1122,568,287,148,65,36,38,17,102,32,136,125,60,81,21,0.5607,6
1123,170,60,14,12,13,21,4,28,8,20,24,11,22,3,0.6333,0
1124,168,79,33,25,10,11,4,43,9,23,32,15,29,3,0.6396,0
1125,71,27,7,8,5,7,0,20,3,4,11,5,10,1,0.6512,0
1126,144,55,19,15,11,10,5,29,10,11,23,10,20,2,0.6374,13
1127,43,13,5,3,1,4,1,9,2,1,5,2,5,1,0.6471,0
1128,26,15,9,3,2,1,1,11,2,1,6,3,5,1,0.6316,0
1129,18,6,2,1,1,2,1,2,1,2,3,1,2,0,0.6667,0
1130,20,8,2,3,1,2,1,3,1,3,3,2,3,0,0.5714,0
1131,402,153,51,39,24,39,10,96,19,28,26,64,40,23,0.7527,0
1132,94,34,13,13,2,6,1,21,6,6,6,14,9,5,0.75,20
1133,19,12,8,2,1,1,2,9,1,0,4,2,4,2,1,0
1134,125,56,22,17,5,12,1,27,15,13,17,12,20,7,0.623,0
1135,17,12,9,1,2,0,1,8,1,2,4,2,4,2,0.7143,0
1136,114,34,11,8,7,8,1,20,8,5,11,7,12,4,0.6053,22
1137,474,179,41,65,29,44,12,94,34,39,30,75,47,27,0.7512,0
1138,618,263,85,92,40,46,18,112,44,89,80,56,94,33,0.6187,0
1139,351,125,32,34,24,35,2,70,24,29,38,27,44,16,0.6194,5
1140,83,35,9,15,4,7,0,15,11,9,4,7,12,12,0.7857,0
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,10,3,0,1,1,1,0,0,1,2,0,1,1,1,1,0
1143,92,34,6,15,4,9,0,19,4,11,4,6,12,12,0.7778,0
1144,3,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1145,426,150,28,46,32,44,4,91,19,36,16,29,52,53,0.7742,8
1146,565,213,40,86,38,49,6,106,31,70,79,47,53,34,0.712,3
1147,411,141,25,44,27,45,17,81,25,18,15,27,49,50,0.7752,1
1148,9,4,0,3,1,0,0,0,0,4,2,1,1,0,0.8,0
1149,324,154,74,39,18,23,6,63,18,67,72,35,33,14,0.6742,5
1150,88,36,7,15,7,7,0,20,2,14,17,8,8,3,0.6842,0
1151,59,24,6,7,6,5,2,17,1,4,11,6,5,2,0.6667,0
1152,160,97,62,21,5,9,4,32,12,49,45,22,21,9,0.6818,0
1153,403,157,41,49,30,37,51,76,19,11,39,45,69,4,0.6491,0
1154,348,151,40,59,27,25,8,83,28,32,37,43,67,4,0.6475,5
1155,183,79,25,27,13,14,5,49,14,11,19,23,35,2,0.6463,0
1156,181,76,19,33,9,15,2,35,14,25,19,22,33,2,0.6471,0
1157,300,120,31,39,27,23,2,65,23,30,11,25,49,35,0.8797,0
1158,1121,402,78,147,64,113,13,185,82,122,37,83,166,116,0.8795,5
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,52,21,4,9,4,4,0,11,6,4,2,4,10,5,0.7826,0
1161,485,162,28,42,33,59,3,107,24,28,18,31,56,57,0.7734,0
1162,293,109,29,34,21,25,7,58,14,30,12,21,38,38,0.7755,3
1163,136,60,21,19,11,9,6,26,13,15,22,15,11,12,0.5753,0
1164,325,140,52,39,26,23,8,53,21,58,51,36,25,28,0.573,0
1165,62,34,20,8,4,2,4,14,9,7,12,9,6,7,0.5641,4
1166,35,14,4,8,0,2,0,9,2,3,4,4,6,0,0.6154,0
1167,72,30,10,8,5,7,0,15,7,8,7,9,13,1,0.6552,0
1168,346,128,31,43,21,33,7,60,32,29,31,36,57,4,0.6504,0
1169,82,33,13,8,4,8,0,14,6,13,8,9,15,1,0.6667,0
1170,593,193,31,61,37,64,9,132,25,27,36,67,66,24,0.672,11
1171,995,372,74,141,59,98,17,194,66,95,71,128,126,47,0.6709,0
1172,343,171,72,64,14,21,5,55,26,85,59,46,33,33,0.583,0
1173,97,40,13,10,8,9,9,22,5,4,15,10,7,8,0.5652,0
1174,203,100,33,48,10,9,0,17,16,67,19,35,34,12,0.6667,0
1175,809,297,52,117,44,84,9,142,55,91,55,104,102,36,0.6747,0
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,132,68,26,31,7,4,0,16,11,41,24,11,23,10,0.5135,2
1178,139,50,6,23,10,11,2,21,10,17,17,8,17,8,0.5185,0
1179,424,162,24,73,32,33,2,62,29,69,56,26,55,25,0.5233,0
1180,12,4,2,0,1,1,0,1,1,2,0,1,1,2,0.8,0
1181,24,8,0,6,0,2,0,2,0,6,2,2,2,2,0.6667,0
1182,227,77,12,26,14,25,4,43,12,18,22,17,23,15,0.6429,0
1183,331,118,34,31,13,40,5,69,17,27,33,26,36,23,0.6484,0
1184,99,41,12,18,3,8,0,15,7,19,12,9,12,8,0.6364,0
1185,105,38,11,9,7,11,0,20,3,15,13,6,13,6,0.525,0
1186,66,26,4,12,4,6,1,8,8,9,2,3,8,13,0.875,0
1187,56,23,4,10,5,4,0,8,7,8,2,2,7,12,0.9048,0
1188,164,64,17,26,6,15,2,27,11,24,18,14,19,13,0.6512,0
1189,145,62,10,37,5,10,1,26,10,25,17,14,19,12,0.6444,0
1190,52,13,0,4,2,7,0,6,5,2,1,1,4,7,0.9231,0
1191,149,66,13,34,10,9,0,31,14,21,10,27,20,9,0.5263,0
1192,270,94,15,30,26,23,5,50,24,15,28,20,28,18,0.625,0
1193,112,86,67,15,2,2,0,8,11,67,34,16,32,4,0.6,0
1194,288,131,42,53,14,22,5,50,28,48,36,29,40,26,0.65,1
1195,191,95,40,34,10,11,1,28,27,39,26,21,29,19,0.6486,0
1200,23,9,0,6,1,2,0,3,2,4,1,3,4,1,0.625,0
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,6,2,0,1,1,0,0,1,0,1,0,1,1,0,0.6667,0
1203,18,7,2,2,1,2,0,4,2,1,1,2,3,1,0.625,0
1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,109,37,2,18,4,13,2,20,10,5,4,10,17,6,0.6053,0
1207,18,6,1,3,0,2,1,1,2,2,0,2,3,1,0.5714,0
1208,500,169,30,57,24,58,6,90,31,42,17,48,77,27,0.59,0
1209,11,3,2,0,0,1,0,1,2,0,0,1,1,1,1,0
1210,160,59,9,23,10,17,0,38,10,11,6,17,27,9,0.597,0
1211,257,90,11,42,18,19,4,53,11,22,9,25,41,15,0.5918,3
1220,189,76,13,32,17,14,2,39,17,18,8,26,18,24,0.7692,0
1221,659,302,70,157,38,37,4,110,61,127,31,106,65,100,0.7653,0
1222,538,250,70,123,27,30,5,70,67,108,61,64,80,45,0.7362,0
1223,47,22,9,8,1,4,2,9,5,6,2,6,10,4,0.5455,0
1224,336,128,18,59,23,28,3,58,28,39,28,33,40,27,0.753,0
1225,4,2,0,2,0,0,0,0,1,1,1,0,1,0,1,0
1226,227,111,42,42,12,15,0,43,30,38,11,31,51,18,0.5956,0
1227,14,6,2,2,0,2,0,3,1,2,0,2,3,1,0.5714,0
1228,16,5,1,2,0,2,0,2,0,3,1,1,2,1,0.5,0
1229,71,30,5,15,5,5,0,10,10,10,3,8,14,5,0.5758,0
1230,9,3,0,1,1,1,0,2,1,0,0,1,1,1,0.5,0
1231,26,9,0,4,3,2,0,3,3,3,1,1,4,3,0.7,0
1232,25,11,4,3,1,3,0,5,3,3,1,3,5,2,0.5455,0
1233,39,13,1,6,2,4,0,8,2,3,1,3,6,3,0.6429,0
1234,5,2,0,1,0,1,0,1,0,1,0,0,1,1,1,0
1235,73,21,2,6,4,9,1,12,6,2,1,3,9,8,0.84,0
1236,82,29,5,8,8,8,0,17,6,6,1,4,13,11,0.8519,0
1237,78,28,6,8,7,7,0,13,7,8,3,5,10,10,0.7917,0
1238,29,9,1,5,0,3,0,4,1,4,1,1,4,3,0.875,0
1239,39,18,4,10,2,2,0,8,5,5,1,3,8,6,0.85,0
1240,96,36,9,18,1,8,2,14,8,12,2,5,16,13,0.8421,0
1241,29,14,1,11,2,0,0,5,6,3,1,2,6,5,0.8571,0
1242,63,23,2,13,3,5,1,9,5,8,1,4,10,8,0.8571,0
1243,49,13,2,3,2,6,0,8,1,4,0,2,6,5,0.8667,0
1244,141,53,10,19,14,10,1,23,11,18,3,8,21,21,0.8421,0
1245,185,69,9,35,7,18,2,26,12,29,8,15,24,22,0.8413,0
1246,156,63,16,25,11,11,0,28,16,19,6,9,19,29,0.8243,0
1247,200,81,16,31,21,13,4,31,23,23,4,12,36,29,0.8415,0
1248,134,53,8,27,8,10,1,20,9,23,3,8,23,19,0.8475,0
1249,85,32,8,11,6,7,2,14,6,10,5,10,9,8,0.8056,0
1250,114,45,9,22,6,8,0,20,17,8,2,7,19,17,0.84,0
1251,50,15,1,6,2,6,0,8,2,5,2,2,6,5,0.7692,0
1252,25,8,2,2,2,2,0,4,2,2,1,1,3,3,0.7143,0
1253,110,38,7,12,8,11,0,19,8,11,4,7,14,13,0.7812,0
1254,311,117,22,41,24,30,2,64,25,26,17,48,36,16,0.5148,0
1255,119,42,9,12,7,14,0,18,9,15,6,17,13,6,0.5208,0
1256,330,132,18,68,24,22,7,51,31,43,19,54,41,18,0.5187,0
1257,128,54,14,24,6,10,2,26,12,14,12,15,13,14,0.7937,0
1258,237,84,18,27,18,21,2,30,24,28,18,24,21,21,0.8,4
1259,269,94,17,35,16,26,0,41,28,25,21,26,23,24,0.7981,0
1260,243,88,14,36,14,24,1,34,21,32,18,24,24,22,0.7956,0
1290,177,61,8,24,14,15,1,33,16,11,8,19,20,14,0.6716,1
1291,120,40,7,13,7,13,1,25,6,8,4,14,14,8,0.6333,0
1292,542,196,43,67,34,52,2,103,46,45,32,61,67,36,0.7918,4
1293,2329,788,114,273,149,252,38,481,136,133,132,244,269,143,0.7526,0
